Get Commands Atem Television ----------------------
|2d|78|80|49|00|00|00|00|00|00|00|01
|2d|8c|80|49|00|00|00|00|00|00|00|02
|2d|8c|80|49|00|00|00|00|00|00|00|03
|2d|88|80|49|00|00|00|00|00|00|00|04
|2c|58|80|49|00|00|00|00|00|00|00|05
|28|0c|80|49|00|00|00|00|00|00|00|06


Je dois peut etre faire le meme ping du paquet 5 avec le meme paquet il me repont
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00
|80|0c|80|49|00|05|00|00|00|64|00|00

il me renvoi le meme ping il doit attendre uen reponse.
|08|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|07
|08|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|28|0c|80|49|00|00|00|00|00|00|00|07
|28|0c|80|49|00|00|00|00|00|00|00|08
|08|0c|80|49|00|00|00|00|00|00|00|09
|10|14|00|49|00|00|00|00|00|00|00|00
-REP-|30|14|00|49|00|00|00|00|00|00|00|00
-REP-No Packet in buffer
END Commands Atem Television ----------------------
